Primary ID,%5min,%10min,%15min,%30min,%60min,%120min,%180min,%240min
Amlodipine_N1_1,6.824995026817443,10.59970335320513,14.395171633411426,19.54290035373339,31.67695008441473,49.80513820502118,52.67070372624907,55.55066599705996
Amlodipine_N1_2,13.240677994394494,16.853359143326596,20.485702080185035,20.485702080185035,34.36985655576939,62.79868698412883,62.79868698412883,62.79868698412883
Amlodipine_N2_1,3.087206216600382,5.35680929233455,7.63892598990253,13.57808153523809,25.862663774415015,45.19477819341374,50.3212465044606,55.474809760636944
Amlodipine_N2_2,13.442931013536125,17.10879216301489,20.794604302490335,15.275948411840451,26.57237217447841,46.01521745746027,46.01521745746027,52.0863597785526
Amlodipine_N4_1,4.643495622081096,9.536276350538868,14.456095876388623,17.031156591781304,29.929858648313264,45.66908157790633,52.00763822775754,58.38001241575531
Amlodipine_N4_2,4.643495622081096,10.0,13.0,15.740822878773129,22.076405287538496,45.15762584722674,52.11314802633532,59.10593632944039
Amlodipine_N5_1,6.414502379539379,7.43685331380769,8.464685997020098,14.061017825350625,26.289260489769813,44.083034287388344,50.90555435987802,57.76462740458446
Amlodipine_N5_2,8.992129704690894,8.992129704690894,15.0,20.959946992384666,29.692091491759477,54.51874744896866,55.730169623015456,56.94665167646025
Amlodipine_N10_1,3.733495325260414,7.780808974194856,11.850492467619508,19.044162446087665,33.41567598408874,49.93754318757984,57.78320616163918,65.67092779462769
Amlodipine_N10_2,8.7667238328663,13.92048043065436,19.10259843164518,25.067117537756072,35.78203015635892,48.89934043787225,51.34336592367256,53.7994775563467
Amlodipine_N11_1,2.27083257288342,5.571471771501544,8.890377767131344,12.704596085475622,22.900338463122843,49.6591356899832,51.0824269111671,52.512101537234926
Amlodipine_N11_2,5.089549401444608,7.068955655999552,9.05920152711062,17.433413534937856,31.18753077822135,50.75163516101764,52.10925450255399,53.47286166720978
